"","Job","Job_partner","Household_size","Education","Education_partner","Edu_diff","Dad_Edu","Mum_Edu","Parents_gap","Parents_gap_cat","emp14Father","emp14Mother","emp14Diff","gndr2","gndr3","gndr4","gndr5","gndr6","gndr7","gndr8","gndr9","gndr10","gndr11","gndr12","gndr13","gndr14","gndr15","Gender_share","Approval","Interfere","Female","Immigrant","Age","Age_sq","Domicile","Maritalstatus","Child","Minority","Country","Income","Income_sq","Interviewe_Female","Job_diff","Unemployed","Unemployed_partner","Housework_partner","Employment_partner","Trust","Religiosity","weight","Vignette_gender"
"6196",37.87,37.87,5,2,2,0,1,1,0,"Equal",1,1,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0.7,2,0,1,1,69,4761,4,1,3,1,"BG",3,9,1,0,0,0,0,1,3,5,0.274306524875215,0
"6197",48,42.78,2,3,3,0,3,NA,NA,NA,1,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,1,1,51,2601,4,1,2,2,"HU",4,16,1,5.22,0,0,0,1,6,0,0.380099540569942,1
"6198",46,42.09,2,3,3,0,3,2,1,"Father more",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,62,3844,4,1,3,2,"AT",7,49,1,3.91,0,0,0,1,8,6,0.269835712249236,0
"6199",43.53,NA,2,3,3,0,NA,2,NA,NA,4,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,NA,0,1,1,75,5625,4,1,2,2,"CZ",4,16,1,NA,0,0,0,NA,3,5,0.345083101437285,1
"6200",49,NA,2,5,1,4,1,1,0,"Equal",2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,77,5929,4,1,2,2,"FI",10,100,1,NA,0,0,1,NA,9,7,0.263402051,0
"6201",49.87,59,4,6,5,1,1,5,-4,"Mother more",3,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,2,1,47,2209,4,1,2,2,"BE",8,64,0,-9.13,0,0,0,1,5,4,0.519846491185801,0
"6202",53.89,39.99,2,5,3,2,3,3,0,"Equal",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,3,0,2,2,50,2500,3,1,2,2,"CH",7,49,0,13.9,0,0,0,1,9,10,0.467903696,1
"6203",NA,NA,2,3,3,0,1,2,-1,"Mother more",1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,2,1,71,5041,3,1,1,2,"HU",8,64,1,NA,0,0,0,NA,7,2,0.39706981557063,1
"6204",32,55.8,2,4,7,-3,2,2,0,"Equal",4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,1,1,35,1225,4,3,NA,2,"IT",NA,NA,1,-23.8,0,0,0,1,6,3,1.98332171397809,1
"6205",43.53,64,6,2,2,0,2,1,1,"Father more",NA,NA,NA,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0.583333333333333,2,0,2,1,41,1681,4,1,2,1,"BG",3,9,1,-20.47,0,0,0,1,2,4,0.353535023118623,0
"6206",22.9,48.37,3,3,5,-2,4,2,2,"Father more",2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,2,1,59,3481,4,1,3,2,"CH",7,49,0,-25.47,0,0,0,1,7,4,0.467903696,1
"6207",44.01,34,4,5,4,1,NA,3,NA,NA,4,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,1,1,50,2500,1,1,2,2,"CZ",7,49,1,10.01,0,0,0,1,4,0,0.69016620287457,1
"6208",55.8,63.15,3,7,7,0,7,7,0,"Equal",2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,2,1,41,1681,1,3,1,2,"NO",6,36,1,-7.35,0,0,0,1,7,0,0.309913960677489,0
"6209",58.45,58.45,3,7,6,1,4,7,-3,"Mother more",1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,1,1,38,1444,2,1,1,2,"PL",10,100,0,0,0,0,0,1,8,1,2.16241457248866,1
"6210",30.92,38.84,2,3,3,0,2,2,0,"Equal",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,2,76,5776,4,1,2,2,"RS",NA,NA,1,-7.92,0,0,0,1,0,0,0.263859567701334,0
"6211",53.28,53.28,4,7,4,3,4,4,0,"Equal",1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,2,1,45,2025,2,1,2,2,"EE",9,81,1,0,0,0,0,1,9,10,0.057953676225018,0
"6212",54.05,41.13,2,3,3,0,3,3,0,"Equal",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,2,1,26,676,4,3,NA,2,"AT",NA,NA,0,12.92,0,0,0,1,5,5,0.405106148659475,0
"6213",72,49,2,7,5,2,5,3,2,"Father more",3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,2,1,56,3136,4,1,NA,2,"CH",10,100,0,23,0,0,0,1,9,3,0.467903696,0
"6214",34,58.45,4,7,7,0,7,7,0,"Equal",1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.625,2,0,1,1,55,3025,1,1,2,2,"CZ",8,64,1,-24.45,0,0,0,2,5,0,0.69016620287457,1
"6215",48.81,42.78,4,3,3,0,3,2,1,"Father more",1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.625,1,0,1,1,41,1681,4,3,2,2,"SI",7,49,1,6.03,0,0,1,1,5,3,0.133247572,0
"6216",51,30.76,2,2,2,0,7,NA,NA,NA,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,2,1,49,2401,3,1,NA,2,"GB",8,64,0,20.24,0,0,0,2,8,5,2.51466945677532,1
"6217",38,32,4,4,4,0,4,4,0,"Equal",1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,2,1,30,900,3,3,2,2,"FI",8,64,1,6,0,0,0,2,7,4,0.263402051,0
"6218",20,46,3,3,3,0,1,1,0,"Equal",1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,2,0,2,2,37,1369,3,1,1,2,"AT",6,36,0,-26,0,0,0,1,6,4,0.217361446325824,1
"6219",62.63,NA,2,6,6,0,NA,6,NA,NA,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,2,70,4900,1,1,1,2,"BG",2,4,1,NA,0,0,0,NA,2,9,0.334343029399097,0
"6220",65,NA,4,7,5,2,5,5,0,"Equal",1,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0.625,2,0,2,2,41,1681,3,1,2,2,"CH",5,25,1,NA,0,1,0,NA,6,7,0.467903696,1
"6221",44,NA,2,3,3,0,3,3,0,"Equal",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,2,1,51,2601,2,1,3,2,"NO",8,64,0,NA,0,0,0,NA,8,0,0.311146233815211,1
"6222",23,22.88,4,3,3,0,3,4,-1,"Mother more",1,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0.625,2,0,2,1,48,2304,4,3,2,2,"FR",8,64,1,0.120000000000001,0,0,0,1,3,2,3.05892442849113,1
"6223",55.8,NA,3,7,7,0,5,5,0,"Equal",1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,2,1,32,1024,1,1,1,2,"FI",7,49,1,NA,0,0,0,NA,7,5,0.263402051,0
"6224",45.94,20,2,5,3,2,2,2,0,"Equal",2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,2,63,3969,4,1,1,2,"CH",5,25,1,25.94,0,0,0,1,0,0,0.467903696,0
"6225",45.69,53,4,5,5,0,4,2,2,"Father more",1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.375,1,0,2,1,37,1369,2,1,2,2,"SI",7,49,1,-7.31,0,0,0,1,4,7,0.133247572,0
"6226",34,43.81,4,2,4,-2,2,2,0,"Equal",1,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0.625,1,0,2,1,50,2500,3,1,2,2,"IT",8,64,1,-9.81,0,0,0,1,7,7,2.00461844084146,1
"6227",44,42.78,2,3,3,0,3,3,0,"Equal",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,31,961,4,1,NA,2,"AT",5,25,0,1.22,0,0,0,1,8,5,0.363151961176952,0
"6228",30.28,53.89,3,3,7,-4,2,2,0,"Equal",NA,1,NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,43,1849,1,1,1,2,"PL",NA,NA,0,-23.61,0,0,0,1,8,3,2.17336855901396,0
"6229",58.45,58.45,4,7,7,0,7,6,1,"Father more",1,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0.625,2,0,1,1,49,2401,1,1,2,2,"BG",7,49,1,0,0,0,0,1,4,5,0.336815635450118,0
"6230",46,NA,2,7,7,0,4,4,0,"Equal",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,67,4489,5,1,2,2,"CZ",5,25,0,NA,0,0,0,NA,3,1,0.345083101437285,1
"6231",73.1,78.01,3,7,7,0,7,7,0,"Equal",2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,1,33,1089,1,1,1,2,"NO",10,100,0,-4.91000000000001,0,0,0,1,7,5,0.309423784881998,1
"6232",36.28,NA,4,1,1,0,1,1,0,"Equal",1,4,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0.625,1,0,1,1,68,4624,2,1,2,2,"IE",7,49,1,NA,0,0,0,NA,5,6,0.318418199489373,1
"6233",NA,NA,2,5,5,0,1,1,0,"Equal",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,1,1,NA,NA,3,1,1,2,"IE",2,4,1,NA,0,0,0,NA,5,6,0.159209099744686,1
"6234",39.96,42.78,2,3,3,0,3,3,0,"Equal",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,55,3025,3,1,2,2,"CZ",1,1,0,-2.82,0,0,0,1,6,0,0.345083101437285,0
"6235",21.08,NA,2,2,2,0,1,1,0,"Equal",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,62,3844,4,1,1,2,"IT",3,9,0,NA,0,0,0,NA,8,5,2.04169029349532,1
"6236",23.13,42.78,2,2,4,-2,1,1,0,"Equal",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,1,1,64,4096,2,1,2,2,"CY",6,36,0,-19.65,0,0,0,1,6,6,0.0797228617741586,1
"6237",33,NA,2,2,2,0,1,1,0,"Equal",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,79,6241,3,1,2,2,"EE",4,16,1,NA,0,0,0,NA,5,0,0.0578997557440916,1
"6238",55.8,42.09,3,4,7,-3,1,1,0,"Equal",1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,48,2304,4,1,2,2,"IT",7,49,1,13.71,0,0,0,1,6,4,2.07269309301125,0
"6239",32.48,NA,4,3,2,1,2,2,0,"Equal",1,3,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0.625,3,0,1,1,53,2809,4,1,4,2,"PL",NA,NA,0,NA,0,0,1,NA,5,9,2.12741571492679,1
"6240",54.58,41,4,4,5,-1,5,4,1,"Father more",1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,2,1,31,961,3,1,2,2,"RS",NA,NA,0,13.58,0,0,0,1,5,5,0.263989729479118,1
"6241",20.39,20.3,3,4,2,2,1,1,0,"Equal",4,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,2,1,39,1521,3,3,1,2,"IE",3,9,1,0.0899999999999999,0,0,0,1,4,8,0.238813665045154,1
"6242",57.21,48.81,4,4,5,-1,5,2,3,"Father more",1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0.75,2,0,1,1,46,2116,2,2,2,2,"EE",10,100,0,8.4,0,0,0,1,9,2,0.0580149333194808,1
"6243",31,46,2,4,4,0,4,4,0,"Equal",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,29,841,1,3,NA,2,"FI",7,49,0,-15,0,0,0,1,3,5,0.263402051,0
"6244",46,21.67,6,3,3,0,3,3,0,"Equal",1,1,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0.666666666666667,2,0,1,1,37,1369,4,1,2,2,"AT",5,25,1,24.33,0,0,1,1,4,5,0.387068645682705,0
"6245",32.25,50.87,2,3,4,-1,2,2,0,"Equal",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,1,50,2500,3,1,NA,2,"CZ",8,64,0,-18.62,0,0,0,1,5,0,0.345083101437285,0
"6246",56.21,48.62,5,6,4,2,4,4,0,"Equal",2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.4,2,0,2,1,32,1024,4,1,3,2,"HU",NA,NA,0,7.59,0,0,0,1,5,5,0.393680412870148,0
"6247",33,43.53,4,2,2,0,2,5,-3,"Mother more",1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,1,49,2401,4,1,2,2,"PL",10,100,0,-10.53,0,0,1,2,1,3,2.14659375408432,0
"6248",62.28,NA,2,7,7,0,2,7,-5,"Mother more",3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,1,34,1156,1,3,NA,2,"BE",2,4,1,NA,0,0,1,NA,2,1,0.543138705422948,1
"6249",42.09,30.92,2,4,2,2,2,2,0,"Equal",2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,2,1,53,2809,2,1,NA,2,"IT",NA,NA,1,11.17,0,0,0,2,4,6,2.04169029349532,0
"6250",43.23,NA,2,4,6,-2,2,2,0,"Equal",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,30,900,2,3,NA,2,"CY",5,25,1,NA,0,0,0,1,0,0,0.0796646443720887,0
"6251",22,NA,2,1,3,-2,NA,NA,NA,NA,4,4,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,65,4225,3,1,3,2,"FR",4,16,0,NA,0,0,0,NA,6,3,3.04268641122003,1
"6252",33,NA,3,4,4,0,2,4,-2,"Mother more",2,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,1,1,37,1369,5,1,1,2,"FI",4,16,0,NA,0,0,1,NA,6,0,0.263402051,1
"6253",43.81,NA,2,3,4,-1,1,1,0,"Equal",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,63,3969,1,1,1,2,"IT",NA,NA,1,NA,0,0,0,NA,5,2,1.89003697381874,1
"6254",48,37,2,2,6,-4,1,1,0,"Equal",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,57,3249,3,3,3,2,"GB",5,25,0,11,0,0,0,1,5,0,2.51466945677532,0
"6255",50,NA,3,4,4,0,6,4,2,"Father more",1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,1,0,2,1,19,361,1,4,NA,2,"RS",3,9,0,NA,0,0,1,NA,3,10,0.132016307979692,1
"6256",37.87,21.08,3,4,4,0,2,2,0,"Equal",1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,58,3364,1,1,2,2,"BG",6,36,1,16.79,0,0,0,1,0,7,0.3379016672446,0
"6257",13,NA,2,5,3,2,2,3,-1,"Mother more",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,64,4096,4,3,1,2,"CH",6,36,0,NA,0,0,1,NA,9,0,0.467903696,1
"6258",23.79,42.78,5,3,4,-1,2,2,0,"Equal",1,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0.7,3,0,1,2,39,1521,4,1,3,2,"NO",7,49,0,-18.99,0,0,1,1,9,0,0.310446726728609,1
"6259",58.45,30.28,5,4,5,-1,4,4,0,"Equal",2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0.5,1,0,2,1,46,2116,2,1,3,2,"SI",9,81,1,28.17,0,0,1,1,5,7,0.133247572,1
"6260",78.01,60,3,7,7,0,7,4,3,"Father more",1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,2,0,2,1,55,3025,2,1,2,2,"DE",10,100,0,18.01,0,0,1,2,9,8,3.03572368021592,0
"6261",52,38,5,7,7,0,5,4,1,"Father more",1,3,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0.7,3,0,2,2,32,1024,2,1,3,2,"IE",NA,NA,1,14,0,0,0,1,8,8,0.159209099744686,0
"6262",50.38,78.16,3,7,7,0,7,3,4,"Father more",1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,2,1,46,2116,1,1,1,2,"AT",5,25,1,-27.78,0,0,0,1,6,0,0.364555730304838,1
"6263",42.78,34,6,3,3,0,3,3,0,"Equal",1,1,2,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0.666666666666667,1,0,2,1,37,1369,4,1,5,2,"CZ",7,49,0,8.78,0,0,0,2,3,2,0.345083101437285,1
"6264",NA,NA,3,4,4,0,3,3,0,"Equal",1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,3,0,2,1,45,2025,4,1,1,2,"HU",9,81,1,NA,0,0,0,1,2,4,0.379828439980936,1
"6265",41,NA,2,5,5,0,1,1,0,"Equal",4,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,69,4761,3,1,3,2,"GB",5,25,1,NA,0,0,0,NA,5,4,2.51466945677532,1
"6266",33,42.78,2,3,3,0,3,3,0,"Equal",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,55,3025,3,1,2,2,"AT",7,49,0,-9.78,0,0,0,1,4,7,0.348287405655678,1
"6267",24,41,2,3,3,0,2,1,1,"Father more",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,3,0,2,2,59,3481,4,1,2,2,"CH",NA,NA,0,-17,0,0,0,2,3,7,0.467903696,0
"6268",36,47,2,2,3,-1,NA,NA,NA,NA,NA,2,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,64,4096,4,1,1,2,"CZ",8,64,1,-11,0,0,0,2,9,7,0.345083101437285,0
"6269",29.3,25,2,1,4,-3,1,1,0,"Equal",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,2,2,57,3249,3,1,2,2,"FR",7,49,0,4.3,0,0,0,1,6,7,3.08660570378988,0
"6270",23.27,NA,2,5,3,2,3,2,1,"Father more",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,61,3721,4,1,NA,2,"CH",6,36,0,NA,0,0,0,NA,8,0,0.467903696,1
"6271",48,42.78,4,6,2,4,7,7,0,"Equal",1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,2,1,39,1521,3,4,2,2,"NL",10,100,1,5.22,0,0,0,1,8,0,0.886872566249345,0
"6272",48.37,40.28,4,5,2,3,3,2,1,"Father more",1,3,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0.625,1,0,1,1,52,2704,3,3,2,2,"GB",10,100,0,8.09,0,0,1,1,6,1,5.02933891355063,1
"6273",36.76,NA,8,2,1,1,1,1,0,"Equal",3,3,NA,2,2,2,1,1,2,2,0,0,0,0,0,0,0,0.75,2,1,1,1,39,1521,1,1,6,2,"IE",3,9,1,NA,0,0,1,NA,2,0,0.398022733933592,1
"6274",42.09,NA,2,4,3,1,3,4,-1,"Mother more",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,3,0,2,1,66,4356,4,1,1,2,"HU",2,4,1,NA,0,0,0,NA,4,0,0.381687306495251,1
"6275",48.81,62.66,3,3,7,-4,3,2,1,"Father more",1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,2,0,2,2,62,3844,3,1,1,2,"AT",NA,NA,1,-13.85,0,0,0,1,9,2,0.481576498499012,1
"6276",48.11,49,4,6,7,-1,3,3,0,"Equal",1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,2,2,32,1024,4,1,2,1,"CH",NA,NA,0,-0.890000000000001,0,0,0,1,4,2,0.467903696,0
"6277",57,NA,2,7,7,0,2,2,0,"Equal",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,1,2,1,73,5329,1,1,5,2,"PL",10,100,1,NA,0,0,0,NA,6,7,2.09492276458639,0
"6278",33,NA,3,4,3,1,3,1,2,"Father more",1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,1,1,55,3025,4,1,2,2,"RS",NA,NA,1,NA,0,0,1,NA,2,8,0.396656165055372,0
"6279",61,NA,2,7,3,4,NA,NA,NA,NA,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,1,1,90,8100,4,1,4,2,"DE",3,9,0,NA,0,0,1,NA,8,2,3.03572368021592,1
"6280",20,34.01,2,2,3,-1,3,2,1,"Father more",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,2,1,60,3600,4,1,1,2,"AT",6,36,0,-14.01,0,0,0,1,2,NA,0.280241130434639,0
"6281",31.89,NA,2,3,3,0,3,3,0,"Equal",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,2,70,4900,1,1,1,2,"CZ",4,16,1,NA,0,0,0,NA,2,5,0.345083101437285,0
"6282",46,NA,2,3,3,0,3,3,0,"Equal",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,69,4761,1,1,2,2,"CZ",NA,NA,1,NA,0,0,0,NA,1,0,0.345083101437285,0
"6283",44,NA,2,4,1,3,1,1,0,"Equal",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,74,5476,3,1,2,2,"NO",3,9,0,NA,0,0,1,NA,5,5,0.309260737710838,1
"6284",29,44.01,4,6,4,2,2,2,0,"Equal",1,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0.625,3,0,2,2,46,2116,4,1,2,1,"BE",10,100,1,-15.01,0,0,1,1,5,8,0.523619695610391,1
"6285",40.28,NA,2,3,3,0,5,2,3,"Father more",2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,66,4356,3,1,2,2,"DE",6,36,0,NA,0,0,0,NA,8,4,3.03572368021592,0
"6286",32.16,NA,2,3,3,0,3,2,1,"Father more",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,2,1,58,3364,3,1,NA,2,"AT",6,36,1,NA,0,0,0,NA,0,5,0.27378289154436,0
"6287",32.16,30.28,4,2,3,-1,2,2,0,"Equal",2,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,2,2,36,1296,1,1,2,1,"AT",6,36,0,1.88,0,0,0,1,5,5,0.334153973063495,1
"6288",NA,NA,2,2,2,0,1,1,0,"Equal",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,71,5041,4,1,NA,2,"BG",3,9,1,NA,0,0,0,NA,0,6,0.311633252722539,1
"6289",53.28,NA,3,7,7,0,7,3,4,"Father more",1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,2,0,1,2,41,1681,1,1,1,1,"CH",10,100,1,NA,0,0,1,NA,9,1,0.467903696,1
"6290",39.34,34,5,3,3,0,2,3,-1,"Mother more",1,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0.5,2,0,2,1,51,2601,3,1,3,2,"HU",7,49,1,5.34,0,0,0,1,6,6,0.61809356148805,0
"6291",75,NA,2,5,4,1,4,4,0,"Equal",4,3,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,2,65,4225,3,1,1,2,"SI",9,81,0,NA,0,0,0,NA,6,4,0.133247572,0
"6292",46,62.63,2,4,4,0,5,1,4,"Father more",2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,1,1,1,68,4624,3,1,2,2,"IT",NA,NA,1,-16.63,0,0,0,1,5,7,1.9592099417434,1
"6293",NA,47.61,2,2,4,-2,1,2,-1,"Mother more",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,1,2,1,48,2304,4,1,NA,2,"IT",3,9,0,NA,0,0,0,2,2,NA,1.9283304156048,1
"6294",47,22.9,3,5,5,0,5,6,-1,"Mother more",2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,3,0,2,2,46,2116,2,1,1,1,"FR",1,1,1,24.1,0,0,0,2,5,9,3.08504190562567,1
"6295",39.91,53.89,2,2,7,-5,1,1,0,"Equal",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,71,5041,3,1,2,2,"GB",8,64,0,-13.98,0,0,0,2,5,4,2.51466945677532,1
"6296",66,48.81,2,7,6,1,7,7,0,"Equal",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,33,1089,1,3,NA,2,"FR",10,100,0,17.19,0,0,0,1,8,7,2.8745018851899,0
"6297",20.03,20.08,3,4,3,1,1,1,0,"Equal",1,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,2,1,51,2601,2,3,2,2,"GB",5,25,1,-0.0499999999999972,0,0,0,1,3,0,3.77200418516298,1
"6298",39.91,NA,3,2,4,-2,1,1,0,"Equal",1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,2,0,1,1,58,3364,3,1,2,2,"IT",NA,NA,0,NA,0,0,0,NA,5,5,1.94645888020573,0
"6299",75,NA,3,4,5,-1,5,4,1,"Father more",2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,3,0,1,1,39,1521,3,1,1,2,"HU",9,81,1,NA,0,0,1,NA,2,5,0.61809356148805,1
"6300",29,43.53,2,3,4,-1,1,1,0,"Equal",2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,2,1,59,3481,3,1,2,2,"FR",4,16,1,-14.53,0,0,0,1,4,8,3.08660570378988,0
"6301",55.8,73.51,2,3,5,-2,3,5,-2,"Mother more",2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,1,1,59,3481,4,3,NA,2,"GB",8,64,0,-17.71,0,0,0,1,0,0,2.51466945677532,1
"6302",34,21.08,5,2,6,-4,1,2,-1,"Mother more",1,3,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0.8,2,0,1,2,32,1024,4,1,3,2,"IT",NA,NA,1,12.92,0,0,0,1,5,6,1.98332171397809,0
"6303",48,54.05,2,6,6,0,2,2,0,"Equal",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,53,2809,3,1,NA,2,"NL",10,100,1,-6.05,0,0,0,1,4,0,0.860566076311359,1
