"","Job","Job_partner","Household_size","Education","Education_partner","Edu_diff","Dad_Edu","Mum_Edu","Parents_gap","Parents_gap_cat","emp14Father","emp14Mother","emp14Diff","gndr2","gndr3","gndr4","gndr5","gndr6","gndr7","gndr8","gndr9","gndr10","gndr11","gndr12","gndr13","gndr14","gndr15","Gender_share","Approval","Interfere","Female","Immigrant","Age","Age_sq","Domicile","Maritalstatus","Child","Minority","Country","Income","Income_sq","Interviewe_Female","Job_diff","Unemployed","Unemployed_partner","Housework_partner","Employment_partner","Trust","Religiosity","weight","Vignette_gender"
"6304",23.27,23.27,5,6,5,1,7,6,1,"Father more",1,3,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0.7,0,0,1,1,34,1156,1,3,3,2,"FI",5,25,1,0,0,1,0,1,8,3,0.263402051,1
"6305",21.08,NA,2,1,1,0,1,1,0,"Equal",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,2,1,71,5041,4,1,2,NA,"IT",1,1,1,NA,0,0,1,NA,1,3,1.9283304156048,1
"6306",NA,34.01,5,2,2,0,2,2,0,"Equal",1,3,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0.7,2,0,2,1,28,784,1,3,3,2,"IT",NA,NA,1,NA,0,0,0,1,7,6,1.93345945238014,1
"6307",28,39.91,2,3,3,0,2,2,0,"Equal",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,1,1,1,31,961,4,3,NA,2,"DE",4,16,0,-11.91,0,0,0,1,8,7,3.03572368021592,0
"6308",42.09,NA,4,3,3,0,3,3,0,"Equal",1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,2,1,62,3844,2,1,2,2,"DE",5,25,1,NA,0,0,0,NA,5,8,3.03572368021592,1
"6309",15,NA,2,2,4,-2,2,1,1,"Father more",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,2,1,29,841,4,1,NA,2,"IT",1,1,1,NA,0,0,0,NA,10,5,1.94645888020573,1
"6310",58.45,NA,2,2,2,0,4,2,2,"Father more",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,2,1,77,5929,3,1,2,2,"BG",NA,NA,1,NA,0,0,0,NA,0,6,0.325135006430048,1
"6311",39.41,42.78,2,5,4,1,3,2,1,"Father more",NA,3,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,NA,0,1,1,61,3721,1,1,4,2,"CZ",NA,NA,1,-3.37,0,0,0,1,4,1,0.345083101437285,0
"6312",39,20,2,4,4,0,3,1,2,"Father more",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,58,3364,4,1,3,2,"EE",4,16,1,19,0,0,0,1,5,1,0.0578303948537067,0
"6313",47,48.81,2,1,7,-6,1,1,0,"Equal",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,67,4489,2,1,2,2,"GB",5,25,1,-1.81,0,0,0,1,7,5,2.51466945677532,0
"6314",54.64,30.98,4,4,4,0,3,2,1,"Father more",1,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,2,44,1936,4,1,2,2,"RS",7,49,1,23.66,0,0,0,1,0,10,0.263680684785685,0
"6315",42.78,NA,2,4,5,-1,2,2,0,"Equal",4,4,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,3,0,2,2,77,5929,2,1,2,2,"RS",4,16,1,NA,0,0,0,NA,0,7,0.263859567701334,1
"6316",39.41,NA,2,5,1,4,3,1,2,"Father more",1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,1,1,77,5929,4,1,3,2,"FR",7,49,1,NA,0,0,0,NA,3,5,3.10605452926428,0
"6317",63.19,NA,2,6,7,-1,1,6,-5,"Mother more",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,2,1,59,3481,3,1,NA,2,"GB",8,64,1,NA,0,0,1,NA,6,6,2.51466945677532,1
"6318",52,73.1,4,7,7,0,7,5,2,"Father more",1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0.75,1,0,1,1,48,2304,1,1,2,2,"FI",10,100,0,-21.1,0,0,0,1,8,5,0.263402051,1
"6319",48.68,54.05,4,7,6,1,4,4,0,"Equal",2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,1,1,49,2401,3,1,2,2,"IT",NA,NA,1,-5.37,0,0,0,1,6,8,2.04169029349532,0
"6320",20,66,2,5,6,-1,1,2,-1,"Mother more",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,3,0,2,1,62,3844,3,1,2,2,"EE",8,64,1,-46,0,0,0,1,5,5,0.0581242671767871,1
"6321",44,39,3,6,5,1,2,4,-2,"Mother more",1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,1,0,2,2,49,2401,1,1,3,2,"BE",7,49,1,5,0,0,0,1,7,5,0.533303631071537,1
"6322",22,NA,2,1,2,-1,1,1,0,"Equal",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,68,4624,3,1,3,2,"FI",6,36,1,NA,0,0,0,NA,4,5,0.263402051,1
"6323",65.8,20.03,2,5,2,3,NA,1,NA,NA,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,67,4489,4,1,NA,2,"GB",4,16,0,45.77,0,0,0,2,7,5,2.51466945677532,0
"6324",33,NA,2,6,5,1,7,7,0,"Equal",2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,1,1,68,4624,4,1,2,NA,"IE",3,9,1,NA,0,0,0,NA,8,8,0.159209099744686,0
"6325",39.41,38.84,2,4,3,1,2,1,1,"Father more",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,63,3969,4,1,1,2,"RS",4,16,0,0.569999999999993,0,0,0,1,3,6,0.263680684785685,0
"6326",NA,29,3,4,6,-2,4,1,3,"Father more",3,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,2,2,39,1521,2,1,2,1,"GB",3,9,0,NA,0,0,0,1,5,8,2.51466945677532,1
"6327",13,NA,2,2,2,0,2,2,0,"Equal",1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,66,4356,1,1,3,2,"PL",1,1,0,NA,0,0,0,NA,3,7,2.15387379189878,1
"6328",28,46,4,2,6,-4,1,1,0,"Equal",1,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,1,40,1600,4,4,2,2,"BE",8,64,0,-18,0,0,0,1,4,4,0.537483288646099,1
"6329",45.94,38,2,2,3,-1,3,3,0,"Equal",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,1,53,2809,2,1,2,2,"CH",NA,NA,1,7.94,0,0,0,1,5,5,0.467903696,0
"6330",42.78,33,3,3,3,0,3,2,1,"Father more",1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,2,1,50,2500,4,3,1,2,"CZ",7,49,1,9.78,1,0,0,1,3,8,0.345083101437285,0
"6331",62.63,NA,2,6,6,0,7,1,6,"Father more",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,1,63,3969,4,1,2,2,"BE",8,64,0,NA,0,0,1,NA,7,4,0.542064003833571,0
"6332",30.2,NA,2,1,1,0,1,1,0,"Equal",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,2,1,78,6084,4,1,1,2,"IT",4,16,1,NA,0,0,0,NA,2,7,2.09373713219526,1
"6333",39,31.55,3,3,2,1,1,1,0,"Equal",4,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4,0,1,1,44,1936,3,3,NA,2,"EE",5,25,1,7.45,0,0,0,1,3,0,0.0578997557440916,0
"6334",33.71,34.91,3,2,4,-2,1,1,0,"Equal",4,3,NA,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,1,1,58,3364,3,1,3,2,"IE",10,100,1,-1.2,0,0,0,1,7,5,0.238813665045154,0
"6335",44.01,NA,2,3,2,1,2,2,0,"Equal",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,1,71,5041,3,1,3,2,"AT",4,16,1,NA,0,0,0,NA,6,7,0.348168732291249,0
"6336",21.67,NA,4,4,1,3,NA,NA,NA,NA,NA,1,NA,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,2,1,28,784,1,3,NA,2,"BG",NA,NA,1,NA,0,0,0,NA,4,3,0.449087656018443,0
"6337",34,58.45,4,3,4,-1,3,4,-1,"Mother more",1,3,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0.625,3,0,1,1,51,2601,2,1,2,2,"AT",10,100,1,-24.45,0,0,0,2,3,8,0.717254210820873,1
"6338",55.8,48.37,2,7,7,0,6,5,1,"Father more",1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,58,3364,1,1,2,2,"FI",9,81,0,7.43,0,0,0,1,7,8,0.263402051,0
"6339",44,32,2,6,6,0,2,4,-2,"Mother more",2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,1,25,625,2,3,NA,2,"CY",6,36,1,12,0,0,0,2,3,6,0.0796646443720887,0
"6340",42.78,36.76,2,3,3,0,3,2,1,"Father more",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,28,784,4,3,NA,2,"AT",NA,NA,1,6.02,0,0,0,1,3,2,0.24779227813195,0
"6341",42.78,NA,2,1,1,0,1,5,-4,"Mother more",3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,51,2601,3,1,1,2,"GB",2,4,0,NA,0,0,0,NA,3,6,2.51466945677532,0
"6342",63.19,47,3,6,4,2,2,2,0,"Equal",2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,1,0,1,1,47,2209,2,1,1,2,"CY",7,49,0,16.19,0,0,0,1,9,5,0.0796646443720887,0
"6343",37,42.17,2,2,5,-3,NA,NA,NA,NA,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,55,3025,3,3,2,2,"GB",9,81,1,-5.17,0,0,0,1,6,5,2.51466945677532,0
"6344",27.86,33,5,3,3,0,3,2,1,"Father more",1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0.5,1,0,2,1,41,1681,4,1,1,2,"RS",NA,NA,1,-5.14,1,0,0,2,5,10,0.659201711964211,0
"6345",48.37,57,3,6,6,0,NA,4,NA,NA,NA,1,NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,1,36,1296,3,3,1,2,"GB",8,64,0,-8.63,0,0,0,1,5,4,2.51466945677532,0
"6346",34,NA,2,3,3,0,5,2,3,"Father more",2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,1,1,1,68,4624,4,1,2,2,"DE",4,16,0,NA,0,0,0,NA,5,2,3.03572368021592,0
"6347",64.51,NA,5,4,4,0,2,1,1,"Father more",1,3,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,2,46,2116,2,1,3,2,"CH",3,9,1,NA,0,0,1,NA,7,3,0.467903696,1
"6348",44.01,NA,4,3,3,0,3,3,0,"Equal",1,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0.625,2,0,2,1,26,676,3,3,NA,2,"CZ",4,16,1,NA,0,0,1,NA,6,6,0.345083101437285,1
"6349",60,NA,5,4,4,0,2,2,0,"Equal",2,3,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,1,58,3364,4,1,2,2,"IT",NA,NA,0,NA,0,0,1,NA,3,7,1.94645888020573,1
"6350",53.89,51,4,5,7,-2,2,2,0,"Equal",1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,2,1,41,1681,2,1,2,2,"FR",9,81,1,2.89,0,0,0,1,4,1,3.06166847008378,0
"6351",50,55.8,2,3,6,-3,4,1,3,"Father more",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,58,3364,3,1,2,2,"GB",7,49,1,-5.8,0,0,0,1,7,7,2.51466945677532,1
"6352",NA,NA,2,2,1,1,NA,1,NA,NA,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,2,1,47,2209,4,1,NA,2,"IT",1,1,1,NA,0,0,0,NA,4,2,1.94645888020573,0
"6353",42.78,32,2,3,3,0,2,2,0,"Equal",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,2,1,53,2809,4,1,2,2,"HU",5,25,1,10.78,0,0,0,1,1,3,0.377385395990961,0
"6354",38.54,NA,2,4,2,2,1,1,0,"Equal",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,63,3969,3,1,3,2,"PL",NA,NA,0,NA,0,0,1,NA,2,NA,2.08616337722307,1
"6355",NA,NA,2,1,1,0,1,1,0,"Equal",2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,2,1,81,6561,3,1,3,2,"CY",2,4,1,NA,0,0,0,NA,7,8,0.0796646443720887,0
"6356",65,32.49,4,4,4,0,1,5,-4,"Mother more",1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0.75,1,0,1,1,36,1296,3,4,2,2,"BE",8,64,0,32.51,0,0,1,1,3,1,0.537483352498609,1
"6357",42.78,NA,2,5,4,1,2,2,0,"Equal",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,3,0,2,1,75,5625,3,1,3,2,"EE",4,16,1,NA,0,0,0,NA,8,6,0.0580065841634263,1
"6358",54.05,49.87,2,6,4,2,6,1,5,"Father more",2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,57,3249,4,3,2,2,"IT",7,49,1,4.18,0,0,0,1,5,6,1.85585965739483,1
"6359",54.05,54.05,5,7,7,0,5,1,4,"Father more",1,3,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,45,2025,5,1,3,2,"IE",9,81,1,0,0,0,1,1,9,8,0.238813665045154,1
"6360",42.09,NA,2,3,5,-2,3,1,2,"Father more",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,2,1,59,3481,3,1,2,2,"AT",NA,NA,1,NA,0,0,0,NA,8,5,0.384381307480284,0
"6361",48.37,NA,2,4,4,0,5,2,3,"Father more",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,71,5041,4,1,3,2,"CZ",3,9,1,NA,0,0,0,NA,7,4,0.345083101437285,0
"6362",21.08,NA,2,2,2,0,1,1,0,"Equal",4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,2,1,71,5041,4,1,3,1,"BG",2,4,1,NA,0,0,0,NA,7,5,0.343021512682111,0
"6363",38,NA,2,2,2,0,2,2,0,"Equal",NA,3,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,63,3969,3,1,2,2,"PL",8,64,0,NA,0,0,0,NA,6,7,2.09001412239245,1
"6364",54.05,NA,2,2,4,-2,1,1,0,"Equal",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,65,4225,2,1,1,2,"IT",5,25,1,NA,0,0,1,NA,5,3,1.84571223420959,0
"6365",62.63,NA,3,7,7,0,7,7,0,"Equal",2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,1,1,32,1024,3,3,1,2,"DE",5,25,1,NA,0,0,1,NA,8,1,3.03572368021592,1
"6366",54.64,54.64,4,6,6,0,4,5,-1,"Mother more",1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,1,1,35,1225,5,1,2,2,"EE",8,64,1,0,0,0,0,1,8,5,0.0578997557440916,1
"6367",22,NA,2,4,4,0,2,2,0,"Equal",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,2,2,62,3844,3,6,2,1,"EE",1,1,1,NA,0,0,0,NA,1,1,0.058035253285375,1
"6368",44,41.13,4,3,3,0,3,3,0,"Equal",1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.5,4,0,2,1,42,1764,3,1,2,2,"AT",NA,NA,1,2.87,0,0,0,1,3,3,0.392189659190755,1
"6369",54,59.97,2,2,2,0,2,2,0,"Equal",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,4,0,2,1,65,4225,3,1,2,2,"CH",1,1,1,-5.97,0,0,0,1,8,10,0.467903696,1
"6370",32,34.01,4,4,3,1,2,2,0,"Equal",1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,2,1,48,2304,4,1,2,2,"HU",9,81,1,-2.01,0,0,0,1,6,0,0.377385395990961,0
"6371",43.53,29,5,3,4,-1,3,4,-1,"Mother more",1,1,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0.7,0,0,1,1,42,1764,5,3,4,2,"NO",10,100,1,14.53,0,0,1,1,6,2,0.310118637699555,1
"6372",64,NA,2,6,4,2,1,1,0,"Equal",4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,77,5929,2,1,3,1,"GB",6,36,1,NA,0,0,0,NA,3,8,2.51466945677532,1
"6373",54.05,NA,3,7,6,1,7,4,3,"Father more",1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,1,1,56,3136,1,3,3,2,"SI",10,100,1,NA,0,0,0,NA,6,0,0.133247572,1
"6374",70,57,2,5,7,-2,NA,NA,NA,NA,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,56,3136,4,1,3,2,"DE",10,100,0,13,0,0,0,1,2,2,3.03572368021592,1
"6375",40.89,40.89,4,7,5,2,7,7,0,"Equal",1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,2,1,36,1296,4,4,2,2,"HU",3,9,1,0,0,0,0,1,0,4,0.377385395990961,1
"6376",36.95,27.62,4,4,4,0,3,3,0,"Equal",2,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0.625,2,0,2,1,36,1296,3,1,2,2,"RS",NA,NA,1,9.33,0,0,0,1,6,9,0.263859567701334,1
"6377",22,NA,4,3,3,0,NA,NA,NA,NA,1,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,1,2,30,900,4,1,2,2,"DE",5,25,0,NA,0,0,1,NA,3,7,3.03572368021592,1
"6378",45.13,68,6,5,6,-1,4,4,0,"Equal",1,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0.666666666666667,2,0,1,1,50,2500,2,1,4,2,"IE",NA,NA,1,-22.87,0,0,0,1,5,6,0.238813665045154,0
"6379",62.28,NA,2,6,7,-1,1,1,0,"Equal",2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,65,4225,3,1,2,2,"FI",9,81,0,NA,0,0,0,NA,7,3,0.263402051,0
"6380",52.36,68,3,6,6,0,NA,NA,NA,NA,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,1,1,43,1849,3,1,1,2,"IE",5,25,1,-15.64,0,0,0,1,6,1,0.159209099744686,0
"6381",50.09,NA,2,6,6,0,6,7,-1,"Mother more",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,2,1,26,676,1,1,NA,2,"HU",NA,NA,1,NA,0,0,0,1,5,0,0.61809356148805,1
"6382",44,44,4,3,3,0,1,2,-1,"Mother more",2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0.75,2,1,1,1,56,3136,3,1,2,2,"DE",NA,NA,1,0,0,0,0,1,8,5,3.03572368021592,0
"6383",42.78,45.94,6,3,5,-2,1,NA,NA,NA,1,2,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0.583333333333333,1,0,2,1,36,1296,4,3,5,2,"NL",8,64,0,-3.16,0,0,1,1,5,5,0.871184198503174,1
"6384",25,NA,2,2,2,0,1,1,0,"Equal",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,3,0,2,1,81,6561,1,1,1,2,"BE",1,1,1,NA,0,0,0,NA,7,9,0.537483352498609,1
"6385",45.94,NA,2,4,4,0,4,4,0,"Equal",4,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,1,1,68,4624,1,1,2,2,"BG",4,16,1,NA,0,0,1,NA,4,3,0.167171481910714,1
"6386",38.81,38,5,2,3,-1,2,2,0,"Equal",1,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0.5,1,0,2,1,44,1936,4,1,3,2,"SI",7,49,0,0.810000000000002,0,0,0,1,4,5,0.133247572,0
"6387",48.81,33,4,6,4,2,2,1,1,"Father more",2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,2,1,38,1444,4,1,2,2,"IE",6,36,1,15.81,0,0,0,1,7,5,0.159209099744686,0
"6388",49.63,NA,4,6,6,0,4,4,0,"Equal",1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,2,1,42,1764,3,1,2,2,"HU",NA,NA,1,NA,0,0,0,2,8,10,0.393001810724935,1
"6389",25,62.63,4,6,6,0,3,4,-1,"Mother more",1,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,1,1,39,1521,3,3,1,1,"SI",10,100,0,-37.63,0,0,1,1,6,0,0.133247572,0
"6390",30.28,NA,3,4,5,-1,4,5,-1,"Mother more",1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,27,729,1,3,1,2,"EE",6,36,1,NA,0,1,0,NA,5,0,0.0580149333194808,0
"6391",49,58.45,3,6,7,-1,4,2,2,"Father more",2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,2,0,2,2,52,2704,4,1,3,2,"IE",NA,NA,1,-9.45,0,0,0,2,7,0,0.238813665045154,1
"6392",43.53,NA,6,3,3,0,5,2,3,"Father more",2,3,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0.583333333333333,1,0,1,1,81,6561,3,1,NA,2,"DE",5,25,1,NA,0,0,1,NA,8,3,3.03572368021592,0
"6393",47,57,2,7,6,1,4,4,0,"Equal",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,1,1,58,3364,3,1,3,2,"EE",9,81,1,-10,0,0,0,1,1,0,0.0578997557440916,1
"6394",36.76,NA,3,4,4,0,2,4,-2,"Mother more",1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,NA,0,1,1,48,2304,1,3,1,2,"BG",5,25,0,NA,0,0,1,NA,5,5,0.334342996610262,1
"6395",34,NA,4,7,6,1,7,1,6,"Father more",1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,2,1,39,1521,1,1,2,2,"IT",8,64,1,NA,0,0,0,2,7,1,1.93345945238014,0
"6396",23.27,NA,2,1,1,0,1,1,0,"Equal",1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,79,6241,4,1,3,2,"FI",4,16,1,NA,0,0,0,NA,9,8,0.263402051,1
"6397",39.91,25,2,3,4,-1,4,1,3,"Father more",2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,2,66,4356,1,1,3,1,"FR",4,16,1,14.91,0,0,0,1,5,10,2.89256958856915,1
"6398",29,33,2,5,1,4,NA,NA,NA,NA,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,2,1,26,676,5,3,NA,2,"BE",1,1,0,-4,0,0,0,1,4,5,0.533303631071537,1
"6399",42.78,47.61,3,4,4,0,2,2,0,"Equal",1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,1,0,2,1,31,961,3,1,1,2,"IT",6,36,1,-4.83,0,0,0,1,4,7,1.9283304156048,0
"6400",48.81,NA,4,4,4,0,2,2,0,"Equal",1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,2,1,40,1600,4,1,2,2,"IT",3,9,1,NA,0,1,0,NA,5,7,1.94645888020573,0
"6401",44,NA,2,2,1,1,1,1,0,"Equal",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,1,1,76,5776,4,1,2,2,"IT",NA,NA,1,NA,0,0,1,NA,6,4,1.98332171397809,1
"6402",32.16,NA,2,3,5,-2,5,3,2,"Father more",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,2,1,61,3721,4,1,NA,2,"AT",8,64,1,NA,0,0,0,NA,6,7,0.298483577082547,0
"6403",46,45.13,4,4,3,1,3,2,1,"Father more",1,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,39,1521,3,1,2,2,"HU",8,64,0,0.869999999999997,0,0,0,1,8,1,0.381687306495251,0
"6404",50.87,NA,2,4,2,2,1,1,0,"Equal",1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,65,4225,2,1,1,2,"PL",5,25,0,NA,0,0,1,NA,1,2,2.16241457248866,0
"6405",42.78,NA,6,3,3,0,3,3,0,"Equal",1,1,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0.583333333333333,1,0,2,1,29,841,4,1,2,2,"HU",NA,NA,1,NA,0,0,0,1,2,5,0.393680412870148,0
"6406",52,NA,2,7,7,0,7,7,0,"Equal",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,2,1,55,3025,1,3,2,2,"EE",9,81,1,NA,0,0,0,NA,7,0,0.057953676225018,0
"6407",48.81,30.76,3,7,4,3,7,4,3,"Father more",2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,2,1,28,784,3,3,NA,2,"PL",NA,NA,1,18.05,0,0,0,1,5,2,2.12409114684836,1
"6408",54.64,NA,2,4,6,-2,4,1,3,"Father more",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,2,1,67,4489,4,1,NA,2,"GB",5,25,1,NA,0,0,0,NA,7,7,2.51466945677532,0
"6409",45.93,42.09,2,7,4,3,4,4,0,"Equal",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,40,1600,3,1,NA,2,"IT",NA,NA,0,3.84,0,0,0,1,6,4,2.04169029349532,1
"6410",46.09,46.09,3,6,7,-1,5,5,0,"Equal",1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,NA,0,2,1,NA,NA,2,3,1,2,"CH",NA,NA,0,0,1,1,1,1,10,5,0.467903696,1
"6411",30.98,39.96,2,3,3,0,3,3,0,"Equal",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,3,0,2,1,60,3600,3,1,2,2,"CZ",NA,NA,1,-8.98,0,0,0,1,4,1,0.345083101437285,1
